Emotions,Path
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-02-01-02-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-02-02-01-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-02-02-02-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-01-01-01-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-01-01-02-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-01-02-01-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-01-02-02-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-02-01-01-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-02-01-02-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-02-02-01-10.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-05-02-02-02-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-01-01-01-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-01-01-02-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-01-02-01-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-01-02-02-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-02-01-01-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-02-01-02-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-02-02-01-10.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-06-02-02-02-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-01-01-01-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-01-01-02-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-01-02-01-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-01-02-02-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-02-01-01-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-02-01-02-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-02-02-01-10.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-07-02-02-02-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-01-01-01-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-01-01-02-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-01-02-01-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-01-02-02-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-02-01-01-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-02-01-02-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-02-02-01-10.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-08-02-02-02-10.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-01-01-01-01-11.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-01-01-01-02-11.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-01-01-02-01-11.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-01-01-02-02-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-01-01-01-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-01-01-02-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-01-02-01-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-01-02-02-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-02-01-01-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-02-01-02-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-02-02-01-11.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-02-02-02-02-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-01-01-01-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-01-01-02-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-01-02-01-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-01-02-02-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-02-01-01-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-02-01-02-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-02-02-01-11.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-03-02-02-02-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-01-01-01-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-01-01-02-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-01-02-01-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-01-02-02-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-02-01-01-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-02-01-02-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-02-02-01-11.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-04-02-02-02-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-01-01-01-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-01-01-02-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-01-02-01-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-01-02-02-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-02-01-01-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-02-01-02-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-02-02-01-11.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-05-02-02-02-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-01-01-01-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-01-01-02-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-01-02-01-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-01-02-02-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-02-01-01-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-02-01-02-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-02-02-01-11.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-06-02-02-02-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-01-01-01-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-01-01-02-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-01-02-01-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-01-02-02-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-02-01-01-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-02-01-02-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-02-02-01-11.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-07-02-02-02-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-01-01-01-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-01-01-02-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-01-02-01-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-01-02-02-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-02-01-01-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-02-01-02-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-02-02-01-11.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_11/03-01-08-02-02-02-11.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-01-01-01-01-12.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-01-01-01-02-12.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-01-01-02-01-12.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-01-01-02-02-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-01-01-01-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-01-01-02-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-01-02-01-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-01-02-02-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-02-01-01-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-02-01-02-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-02-02-01-12.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-02-02-02-02-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-01-01-01-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-01-01-02-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-01-02-01-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-01-02-02-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-02-01-01-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-02-01-02-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-02-02-01-12.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-03-02-02-02-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-01-01-01-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-01-01-02-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-01-02-01-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-01-02-02-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-02-01-01-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-02-01-02-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-02-02-01-12.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-04-02-02-02-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-01-01-01-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-01-01-02-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-01-02-01-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-01-02-02-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-02-01-01-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-02-01-02-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-02-02-01-12.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-05-02-02-02-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-01-01-01-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-01-01-02-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-01-02-01-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-01-02-02-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-02-01-01-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-02-01-02-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-02-02-01-12.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-06-02-02-02-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-01-01-01-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-01-01-02-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-01-02-01-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-01-02-02-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-02-01-01-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-02-01-02-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-02-02-01-12.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-07-02-02-02-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-01-01-01-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-01-01-02-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-01-02-01-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-01-02-02-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-02-01-01-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-02-01-02-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-02-02-01-12.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_12/03-01-08-02-02-02-12.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-01-01-01-01-13.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-01-01-01-02-13.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-01-01-02-01-13.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-01-01-02-02-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-01-01-01-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-01-01-02-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-01-02-01-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-01-02-02-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-02-01-01-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-02-01-02-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-02-02-01-13.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-02-02-02-02-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-01-01-01-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-01-01-02-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-01-02-01-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-01-02-02-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-02-01-01-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-02-01-02-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-02-02-01-13.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-03-02-02-02-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-01-01-01-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-01-01-02-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-01-02-01-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-01-02-02-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-02-01-01-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-02-01-02-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-02-02-01-13.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-04-02-02-02-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-01-01-01-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-01-01-02-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-01-02-01-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-01-02-02-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-02-01-01-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-02-01-02-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-02-02-01-13.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-05-02-02-02-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-01-01-01-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-01-01-02-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-01-02-01-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-01-02-02-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-02-01-01-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-02-01-02-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-02-02-01-13.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-06-02-02-02-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-01-01-01-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-01-01-02-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-01-02-01-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-01-02-02-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-02-01-01-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-02-01-02-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-02-02-01-13.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-07-02-02-02-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-01-01-01-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-01-01-02-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-01-02-01-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-01-02-02-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-02-01-01-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-02-01-02-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-02-02-01-13.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_13/03-01-08-02-02-02-13.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-01-01-01-01-14.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-01-01-01-02-14.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-01-01-02-01-14.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-01-01-02-02-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-01-01-01-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-01-01-02-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-01-02-01-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-01-02-02-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-02-01-01-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-02-01-02-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-02-02-01-14.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-02-02-02-02-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-01-01-01-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-01-01-02-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-01-02-01-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-01-02-02-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-02-01-01-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-02-01-02-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-02-02-01-14.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-03-02-02-02-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-01-01-01-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-01-01-02-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-01-02-01-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-01-02-02-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-02-01-01-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-02-01-02-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-02-02-01-14.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-04-02-02-02-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-01-01-01-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-01-01-02-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-01-02-01-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-01-02-02-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-02-01-01-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-02-01-02-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-02-02-01-14.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-05-02-02-02-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-01-01-01-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-01-01-02-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-01-02-01-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-01-02-02-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-02-01-01-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-02-01-02-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-02-02-01-14.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-06-02-02-02-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-01-01-01-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-01-01-02-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-01-02-01-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-01-02-02-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-02-01-01-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-02-01-02-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-02-02-01-14.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-07-02-02-02-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-01-01-01-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-01-01-02-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-01-02-01-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-01-02-02-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-02-01-01-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-02-01-02-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-02-02-01-14.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_14/03-01-08-02-02-02-14.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-01-01-01-01-15.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-01-01-01-02-15.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-01-01-02-01-15.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-01-01-02-02-15.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-02-01-01-01-15.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-02-01-01-02-15.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_15/03-01-02-01-02-01-15.wav
